rst	ena	clk	cin	A			B			OPC
0	0	0	0	00000000	00000000	00000
0	0	1	0	00000000	00000000	00000
-- ADD
0	1	0	0	00110000	00010000	00001
0	1	1	0	00110000	00010000	00001
-- SUB
0	1	0	0	00110000	00010000	00010
0	1	1	0	00110000	00010000	00010
-- ADDC
0	1	0	1	00110000	00010000	00011
0	1	1	1	00110000	00010000	00011
-- MULT
0	1	0	0	00110000	00010000	00100
0	1	1	0	00110000	00010000	00100
-- MAX
0	1	0	0	00110000	00010000	00111
0	1	1	0	00110000	00010000	00111
-- MIN
0	1	0	0	00110000	00010000	01000
0	1	1	0	00110000	00010000	01000
-- AND
0	1	0	0	00110000	00010000	01001
0	1	1	0	00110000	00010000	01001
-- OR
0	1	0	0	00110000	00010000	01010
0	1	1	0	00110000	00010000	01010
-- XOR
0	1	0	0	00110000	00010000	01011
0	1	1	0	00110000	00010000	01011
-- MACRST
0	1	0	0	00110000	00010000	00110
0	1	1	0	00110000	00010000	00110
-- MACRST
0	1	0	0	00110000	00010000	00110
0	1	1	0	00110000	00010000	00110
-- MAC
0	1	0	0	00110000	00010000	00101
0	1	1	0	00110000	00010000	00101
-- MAC
0	1	0	0	00110000	00010000	00101
0	1	1	0	00110000	00010000	00101
-- ADD_checkIfHolds
0	1	0	0	00110000	00010000	00001
0	1	1	0	00110000	00010000	00001
-- MAC
0	1	0	0	00110000	00010000	00101
0	1	1	0	00110000	00010000	00101
-- MAC
0	1	0	0	00110000	00010000	00101
0	1	1	0	00110000	00010000	00101
-- reset
1	1	0	0	00000000	00000000	00000
1	1	1	0	00000000	00000000	00000
-- RLA2
0	1	0	0	11011010	00000010	01100
0	1	1	0	11011010	00000010	01100
-- RLA3
0	1	0	0	11011010	00000011	01100
0	1	1	0	11011010	00000011	01100
-- RLC1
0	1	0	0	11011010	00000001	01101
0	1	1	0	11011010	00000001	01101
-- RLC3
0	1	0	0	11011010	00000011	01101
0	1	1	0	11011010	00000011	01101
-- RRA1
0	1	0	0	11011010	00000001	01110
0	1	1	0	11011010	00000001	01110
-- RRA2
0	1	0	0	11011010	00000010	01110
0	1	1	0	11011010	00000010	01110
-- RRC1
0	1	0	0	11011010	00000001	01111
0	1	1	0	11011010	00000001	01111
-- RRC2
0	1	0	0	11011010	00000010	01111
0	1	1	0	11011010	00000010	01111

0	1	0	0	11011010	00000010	01111
0	1	1	0	11011010	00000010	01111
0	1	0	0	11011010	00000010	01111
0	1	1	0	11011010	00000010	01111
0	1	0	0	11011010	00000010	01111
0	1	1	0	11011010	00000010	01111
0	1	0	0	11011010	00000010	01111
0	1	1	0	11011010	00000010	01111
0	1	0	0	11011010	00000010	01111
0	1	1	0	11011010	00000010	01111
0	1	0	0	11011010	00000010	01111
0	1	1	0	11011010	00000010	01111

